"Product ID","Product Name","Product Main image","Product Details Page Link","Product Price(Unit price)",Commission,"Promotion Link(Valid for 15 days)"
1069744,"JX Servo PDI-4409MG 9kg Large Torque 180 Degree Digital Servo",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/D0/95/de2a6458-df42-4602-ac1e-1c5f647cc2d3.jpg,https://usa.banggood.com/JX-Servo-PDI-4409MG-9kg-Large-Torque-180-Degree-Digital-Servo-reviews-p1069744.html,"17,18€",€1.33,https://usa.banggood.com/JX-Servo-PDI-4409MG-9kg-Large-Torque-180-Degree-Digital-Servo-p-1069744.html?p=4T181370308054202203&custlinkid=1804078
1075290,"JX PS-1109MG 9g Metal Gear Analog Servo for RC Models",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/8F/87/c438bc4e-6339-453a-b95b-264a66ea308c.jpg,https://usa.banggood.com/JX-PS-1109MG-9g-Metal-Gear-Analog-Servo-for-RC-Models-reviews-p1075290.html,"9,04€",€1,https://usa.banggood.com/JX-PS-1109MG-9g-Metal-Gear-Analog-Servo-for-RC-Models-p-1075290.html?p=4T181370308054202203&custlinkid=1804079
1075298,"JX PDI-1171MG 17g Metal Gear Core Motor Micro Digital Servo for RC Models",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/7A/0A/fb11e0ff-9bb8-4e29-b2dd-41bb92ace746.jpg,https://usa.banggood.com/JX-PDI-1171MG-17g-Metal-Gear-Core-Motor-Micro-Digital-Servo-for-RC-Models-reviews-p1075298.html,"11,75€",€0.91,https://usa.banggood.com/JX-PDI-1171MG-17g-Metal-Gear-Core-Motor-Micro-Digital-Servo-for-RC-Models-p-1075298.html?p=4T181370308054202203&custlinkid=1804080
1077547,"JX PS-5521MG 20KG Large Torque Metal Gear Standrd Analog Servo For RC Robot",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/3C/AD/428161de-99f3-7f3b-d6d7-768137971da9.jpg,https://usa.banggood.com/JX-PS-5521MG-20KG-Large-Torque-Metal-Gear-Standrd-Analog-Servo-For-RC-Robot-reviews-p1077547.html,"9,04€",€1,https://usa.banggood.com/JX-PS-5521MG-20KG-Large-Torque-Metal-Gear-Standrd-Analog-Servo-For-RC-Robot-p-1077547.html?p=4T181370308054202203&custlinkid=1804081
1099018,"DIY 5DOF Robot Arm Five Fingers Metal Mechanical Paw Left and Right Hand",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/80/DA/2d28c3d1-852a-4b0d-a45b-19de4734e0b6.jpeg,https://usa.banggood.com/DIY-5DOF-Robot-Arm-Five-Fingers-Metal-Mechanical-Paw-Left-and-Right-Hand-reviews-p1099018.html,"94,99€",€7.35,https://usa.banggood.com/DIY-5DOF-Robot-Arm-Five-Fingers-Metal-Mechanical-Paw-Left-and-Right-Hand-p-1099018.html?p=4T181370308054202203&custlinkid=1804082
1128411,"Multifunction 1.2mm Servo Bracket PTZ Robotic Manipulator DIY Robot Mount",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/E7/AF/5875f9c9-5dbb-4fc5-a9ff-8a1d44cc7ffc.JPG,https://usa.banggood.com/Multifunction-1_2mm-Servo-Bracket-PTZ-Robotic-Manipulator-DIY-Robot-Mount-reviews-p1128411.html,"6,32€ ~ 6,78€",€0.7,https://usa.banggood.com/Multifunction-1_2mm-Servo-Bracket-PTZ-Robotic-Manipulator-DIY-Robot-Mount-p-1128411.html?p=4T181370308054202203&custlinkid=1804083
1171587,"3mm 4mm 5mm 6mm 7mm Hexagonal Copper Coupling Coupler for Robot Car Wheel",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/5F/F4/dcf4b6d7-ab1c-449c-8351-1e6d8f9aef3c.jpg,https://usa.banggood.com/3mm-4mm-5mm-6mm-7mm-Hexagonal-Copper-Coupling-Coupler-for-Robot-Car-Wheel-reviews-p1171587.html,"5,42€",€0.6,https://usa.banggood.com/3mm-4mm-5mm-6mm-7mm-Hexagonal-Copper-Coupling-Coupler-for-Robot-Car-Wheel-p-1171587.html?p=4T181370308054202203&custlinkid=1804084
1180608,"JX CLS-12V7346 46KG 12V 180 Degrees HV High Precision Steel Gear Digital Coreless Servo For RC Robot",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/04/64/63eb039b-5f89-4526-bab8-6e37519ad820.jpg,https://usa.banggood.com/JX-CLS-12V7346-46KG-12V-180-Degrees-HV-High-Precision-Steel-Gear-Digital-Coreless-Servo-For-RC-Robot-reviews-p1180608.html,"53,37€",€4.13,https://usa.banggood.com/JX-CLS-12V7346-46KG-12V-180-Degrees-HV-High-Precision-Steel-Gear-Digital-Coreless-Servo-For-RC-Robot-p-1180608.html?p=4T181370308054202203&custlinkid=1804085
1240622,"Smart Robot Tank Chasis Kits Caterpillar Crawler Integrated Two motor for",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/5C/83/cc227696-e927-4e7f-946a-7fba893e91f6.jpg,https://usa.banggood.com/Smart-Robot-Tank-Chasis-Kits-Caterpillar-Crawler-Integrated-Two-motor-for-reviews-p1240622.html,"44,33€",€3.43,https://usa.banggood.com/Smart-Robot-Tank-Chasis-Kits-Caterpillar-Crawler-Integrated-Two-motor-for-Arduino-p-1240622.html?p=4T181370308054202203&custlinkid=1804086
1240623,"Acrylic Remote Control Robot Arm 4DOF With  PS2 RC Robot Toys",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/3B/93/6aec02bc-4d86-4eb0-937b-0ce13615d24a.jpg,https://usa.banggood.com/Acrylic-Remote-Control-Robot-Arm-4DOF-With-PS2-RC-Robot-Toys-reviews-p1240623.html,"73,28€",€5.67,https://usa.banggood.com/Acrylic-Remote-Control-Robot-Arm-4DOF-With-Arduino-PS2-RC-Robot-Toys-p-1240623.html?p=4T181370308054202203&custlinkid=1804087
1254212,"DIY Educational Electric Walking Swing Fan Robot Scientific Invention Toys",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/50/09/af665ea3-fc49-477d-81f1-e4aa879e8b97.jpg,https://usa.banggood.com/DIY-Educational-Electric-Walking-Swing-Fan-Robot-Scientific-Invention-Toys-reviews-p1254212.html,"9,94€",€0.77,https://usa.banggood.com/DIY-Educational-Electric-Walking-Swing-Fan-Robot-Scientific-Invention-Toys-p-1254212.html?p=4T181370308054202203&custlinkid=1804088
1254216,"DIY Educational Mechanical Obstacle Avoidance Car Scientific Invention Toys",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/42/2D/46ae7bcd-060f-40ed-859e-47bc9d77c7b6.jpg,https://usa.banggood.com/DIY-Educational-Mechanical-Obstacle-Avoidance-Car-Scientific-Invention-Toys-reviews-p1254216.html,"9,04€",€1,https://usa.banggood.com/DIY-Educational-Mechanical-Obstacle-Avoidance-Car-Scientific-Invention-Toys-p-1254216.html?p=4T181370308054202203&custlinkid=1804089
1254353,"DIY Educational Electric Remote Control Robot Car Scientific Invention Toys",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/68/2B/7dd458e4-3e85-4237-8762-c4e6e661be82.jpg,https://usa.banggood.com/DIY-Educational-Electric-Remote-Control-Robot-Car-Scientific-Invention-Toys-reviews-p1254353.html,"19,70€",€1.52,https://usa.banggood.com/DIY-Educational-Electric-Remote-Control-Robot-Car-Scientific-Invention-Toys-p-1254353.html?p=4T181370308054202203&custlinkid=1804090
1260125,"DIY Self-assembled RC Robot Tank Car Chassis With Crawler Kit Aluminium Alloy",https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/EA/AD/bb484f7f-ba72-4bee-95d4-7d1fd72b028f.jpg,https://usa.banggood.com/DIY-Self-assembled-RC-Robot-Tank-Car-Chassis-With-Crawler-Kit-Aluminium-Alloy-reviews-p1260125.html,"105,85€",€8.19,https://usa.banggood.com/DIY-Self-assembled-RC-Robot-Tank-Car-Chassis-With-Crawler-Kit-Aluminium-Alloy-p-1260125.html?p=4T181370308054202203&custlinkid=1804091
1291021,"LOBOT LD-27MG 20KG 270° Digital Servo For RC Robot",https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/8D/2D/4e9b8856-7798-460b-8af7-07370757a503.jpg,https://usa.banggood.com/LOBOT-LD-27MG-20KG-270-Digital-Servo-For-RC-Robot-reviews-p1291021.html,"18,09€",€1.4,https://usa.banggood.com/LOBOT-LD-27MG-20KG-270-Digital-Servo-For-RC-Robot-p-1291021.html?p=4T181370308054202203&custlinkid=1804092
1311469,"DIY 4WD Double-Deck Smart Robot Car Chassis Kits with Speed Encoder",https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/A8/11/57994f92-3171-4a3c-a1e8-7f9d318bbee5.jpg,https://usa.banggood.com/DIY-4WD-Double-Deck-Smart-Robot-Car-Chassis-Kits-with-Speed-Encoder-reviews-p1311469.html,"20,80€",€1.61,https://usa.banggood.com/DIY-4WD-Double-Deck-Smart-Robot-Car-Chassis-Kits-with-Speed-Encoder-p-1311469.html?p=4T181370308054202203&custlinkid=1804093
1319880,"JX Ecoboost CLS6331 30KG High Torque 180 Degree Aluminium Shell Metal Gear Coreless Digital Servo",https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/6C/8A/c56b0d5e-a030-48e5-bf94-d380088fb08a.JPG,https://usa.banggood.com/JX-Ecoboost-CLS6331-30KG-High-Torque-180-Degree-Aluminium-Shell-Metal-Gear-Coreless-Digital-Servo-reviews-p1319880.html,"34,37€",€2.66,https://usa.banggood.com/JX-Ecoboost-CLS6331-30KG-High-Torque-180-Degree-Aluminium-Shell-Metal-Gear-Coreless-Digital-Servo-p-1319880.html?p=4T181370308054202203&custlinkid=1804094
